date,Ki_t,scen_num,reopen
2020-06-02,0.070866,245,100perc
2020-06-02,0.070866,253,100perc
2020-06-02,0.070866,258,100perc
2020-06-02,0.070866,259,100perc
2020-06-02,0.070866,262,100perc
2020-06-02,0.070866,264,100perc
2020-06-02,0.070866,266,100perc
2020-06-02,0.070866,269,100perc
2020-06-02,0.070866,271,100perc
2020-06-02,0.070866,272,100perc
2020-06-02,0.070866,274,100perc
2020-06-02,0.070866,276,100perc
2020-06-02,0.070866,277,100perc
2020-06-02,0.070866,278,100perc
2020-06-02,0.070866,279,100perc
2020-06-02,0.070866,281,100perc
2020-06-02,0.070866,284,100perc
2020-06-02,0.070866,293,100perc
2020-06-02,0.070866,294,100perc
2020-06-02,0.070866,295,100perc
2020-06-02,0.070866,296,100perc
2020-06-02,0.070866,297,100perc
2020-06-02,0.070866,300,100perc
2020-06-02,0.070866,310,100perc
2020-06-02,0.070866,317,100perc
2020-06-02,0.070866,319,100perc
2020-06-02,0.070866,320,100perc
2020-06-02,0.070866,324,100perc
2020-06-02,0.070866,326,100perc
2020-06-02,0.070866,335,100perc
2020-06-02,0.070866,345,100perc
2020-06-02,0.070866,350,100perc
2020-06-02,0.070866,354,100perc
2020-06-02,0.070866,359,100perc
2020-06-02,0.070866,365,100perc
2020-06-02,0.070866,366,100perc
2020-06-02,0.070866,368,100perc
2020-06-02,0.070866,370,100perc
2020-06-02,0.070866,375,100perc
2020-06-02,0.070866,376,100perc
2020-06-02,0.070866,381,100perc
2020-06-02,0.070866,384,100perc
2020-06-02,0.070866,386,100perc
2020-06-02,0.070866,398,100perc
2020-06-03,0.070866,3,100perc
2020-06-03,0.070866,6,100perc
2020-06-03,0.070866,11,100perc
2020-06-03,0.070866,14,100perc
2020-06-03,0.070866,17,100perc
2020-06-03,0.070866,18,100perc
2020-06-03,0.070866,27,100perc
2020-06-03,0.070866,30,100perc
2020-06-03,0.070866,35,100perc
2020-06-03,0.070866,37,100perc
2020-06-03,0.070866,49,100perc
2020-06-03,0.070866,50,100perc
2020-06-03,0.070866,57,100perc
2020-06-03,0.070866,58,100perc
2020-06-03,0.070866,59,100perc
2020-06-03,0.070866,63,100perc
2020-06-03,0.070866,65,100perc
2020-06-03,0.070866,66,100perc
2020-06-03,0.070866,69,100perc
2020-06-03,0.070866,71,100perc
2020-06-03,0.070866,73,100perc
2020-06-03,0.070866,81,100perc
2020-06-03,0.070866,101,100perc
2020-06-03,0.070866,102,100perc
2020-06-03,0.070866,104,100perc
2020-06-03,0.070866,110,100perc
2020-06-03,0.070866,111,100perc
2020-06-03,0.070866,116,100perc
2020-06-03,0.070866,122,100perc
2020-06-03,0.070866,127,100perc
2020-06-03,0.070866,134,100perc
2020-06-03,0.070866,137,100perc
2020-06-03,0.070866,140,100perc
2020-06-03,0.070866,144,100perc
2020-06-03,0.070866,147,100perc
2020-06-03,0.070866,149,100perc
2020-06-03,0.070866,150,100perc
2020-06-03,0.070866,151,100perc
2020-06-03,0.070866,152,100perc
2020-06-03,0.070866,156,100perc
2020-06-03,0.070866,157,100perc
2020-06-03,0.070866,159,100perc
2020-06-03,0.070866,164,100perc
2020-06-03,0.070866,165,100perc
2020-06-03,0.070866,175,100perc
2020-06-03,0.070866,195,100perc
2020-06-03,0.070866,199,100perc
2020-06-03,0.070866,211,100perc
2020-06-03,0.070866,212,100perc
2020-06-03,0.070866,223,100perc
2020-06-03,0.070866,224,100perc
2020-06-03,0.070866,225,100perc
2020-06-03,0.070866,227,100perc
2020-06-03,0.070866,231,100perc
2020-06-03,0.070866,234,100perc
2020-06-03,0.070866,235,100perc
2020-06-03,0.070866,245,100perc
2020-06-03,0.070866,253,100perc
2020-06-03,0.070866,258,100perc
2020-06-03,0.070866,259,100perc
2020-06-03,0.070866,262,100perc
2020-06-03,0.070866,264,100perc
2020-06-03,0.070866,266,100perc
2020-06-03,0.070866,269,100perc
2020-06-03,0.070866,271,100perc
2020-06-03,0.070866,272,100perc
2020-06-03,0.070866,274,100perc
2020-06-03,0.070866,276,100perc
2020-06-03,0.070866,277,100perc
2020-06-03,0.070866,278,100perc
2020-06-03,0.070866,279,100perc
2020-06-03,0.070866,281,100perc
2020-06-03,0.070866,284,100perc
2020-06-03,0.070866,293,100perc
2020-06-03,0.070866,294,100perc
2020-06-03,0.070866,295,100perc
2020-06-03,0.070866,296,100perc
2020-06-03,0.070866,297,100perc
2020-06-03,0.070866,300,100perc
2020-06-03,0.070866,310,100perc
2020-06-03,0.070866,317,100perc
2020-06-03,0.070866,319,100perc
2020-06-03,0.070866,320,100perc
2020-06-03,0.070866,324,100perc
2020-06-03,0.070866,326,100perc
2020-06-03,0.070866,335,100perc
2020-06-03,0.070866,345,100perc
2020-06-03,0.070866,350,100perc
2020-06-03,0.070866,354,100perc
2020-06-03,0.070866,359,100perc
2020-06-03,0.070866,365,100perc
2020-06-03,0.070866,366,100perc
2020-06-03,0.070866,368,100perc
2020-06-03,0.070866,370,100perc
2020-06-03,0.070866,375,100perc
2020-06-03,0.070866,376,100perc
2020-06-03,0.070866,381,100perc
2020-06-03,0.070866,384,100perc
2020-06-03,0.070866,386,100perc
2020-06-03,0.070866,398,100perc
2020-06-04,0.070866,3,100perc
2020-06-04,0.070866,6,100perc
2020-06-04,0.070866,11,100perc
2020-06-04,0.070866,14,100perc
2020-06-04,0.070866,17,100perc
2020-06-04,0.070866,18,100perc
2020-06-04,0.070866,27,100perc
2020-06-04,0.070866,30,100perc
2020-06-04,0.070866,35,100perc
2020-06-04,0.070866,37,100perc
2020-06-04,0.070866,49,100perc
2020-06-04,0.070866,50,100perc
2020-06-04,0.070866,57,100perc
2020-06-04,0.070866,58,100perc
2020-06-04,0.070866,59,100perc
2020-06-04,0.070866,63,100perc
2020-06-04,0.070866,65,100perc
2020-06-04,0.070866,66,100perc
2020-06-04,0.070866,69,100perc
2020-06-04,0.070866,71,100perc
2020-06-04,0.070866,73,100perc
2020-06-04,0.070866,81,100perc
2020-06-04,0.070866,101,100perc
2020-06-04,0.070866,102,100perc
2020-06-04,0.070866,104,100perc
2020-06-04,0.070866,110,100perc
2020-06-04,0.070866,111,100perc
2020-06-04,0.070866,116,100perc
2020-06-04,0.070866,122,100perc
2020-06-04,0.070866,127,100perc
2020-06-04,0.070866,134,100perc
2020-06-04,0.070866,137,100perc
2020-06-04,0.070866,140,100perc
2020-06-04,0.070866,144,100perc
2020-06-04,0.070866,147,100perc
2020-06-04,0.070866,149,100perc
2020-06-04,0.070866,150,100perc
2020-06-04,0.070866,151,100perc
2020-06-04,0.070866,152,100perc
2020-06-04,0.070866,156,100perc
2020-06-04,0.070866,157,100perc
2020-06-04,0.070866,159,100perc
2020-06-04,0.070866,164,100perc
2020-06-04,0.070866,165,100perc
2020-06-04,0.070866,175,100perc
2020-06-04,0.070866,195,100perc
2020-06-04,0.070866,199,100perc
2020-06-04,0.070866,211,100perc
2020-06-04,0.070866,212,100perc
2020-06-04,0.070866,223,100perc
2020-06-04,0.070866,224,100perc
2020-06-04,0.070866,225,100perc
2020-06-04,0.070866,227,100perc
2020-06-04,0.070866,231,100perc
2020-06-04,0.070866,234,100perc
2020-06-04,0.070866,235,100perc
2020-06-04,0.070866,245,100perc
2020-06-04,0.070866,253,100perc
2020-06-04,0.070866,258,100perc
2020-06-04,0.070866,259,100perc
2020-06-04,0.070866,262,100perc
2020-06-04,0.070866,264,100perc
2020-06-04,0.070866,266,100perc
2020-06-04,0.070866,269,100perc
2020-06-04,0.070866,271,100perc
2020-06-04,0.070866,272,100perc
2020-06-04,0.070866,274,100perc
2020-06-04,0.070866,276,100perc
2020-06-04,0.070866,277,100perc
2020-06-04,0.070866,278,100perc
2020-06-04,0.070866,279,100perc
2020-06-04,0.070866,281,100perc
2020-06-04,0.070866,284,100perc
2020-06-04,0.070866,293,100perc
2020-06-04,0.070866,294,100perc
2020-06-04,0.070866,295,100perc
2020-06-04,0.070866,296,100perc
2020-06-04,0.070866,297,100perc
2020-06-04,0.070866,300,100perc
2020-06-04,0.070866,310,100perc
2020-06-04,0.070866,317,100perc
2020-06-04,0.070866,319,100perc
2020-06-04,0.070866,320,100perc
2020-06-04,0.070866,324,100perc
2020-06-04,0.070866,326,100perc
2020-06-04,0.070866,335,100perc
2020-06-04,0.070866,345,100perc
2020-06-04,0.070866,350,100perc
2020-06-04,0.070866,354,100perc
2020-06-04,0.070866,359,100perc
2020-06-04,0.070866,365,100perc
2020-06-04,0.070866,366,100perc
2020-06-04,0.070866,368,100perc
2020-06-04,0.070866,370,100perc
2020-06-04,0.070866,375,100perc
2020-06-04,0.070866,376,100perc
2020-06-04,0.070866,381,100perc
2020-06-04,0.070866,384,100perc
2020-06-04,0.070866,386,100perc
2020-06-04,0.070866,398,100perc
2020-06-05,0.070866,3,100perc
2020-06-05,0.070866,6,100perc
2020-06-05,0.070866,11,100perc
2020-06-05,0.070866,14,100perc
2020-06-05,0.070866,17,100perc
2020-06-05,0.070866,18,100perc
2020-06-05,0.070866,27,100perc
2020-06-05,0.070866,30,100perc
2020-06-05,0.070866,35,100perc
2020-06-05,0.070866,37,100perc
2020-06-05,0.070866,49,100perc
2020-06-05,0.070866,50,100perc
2020-06-05,0.070866,57,100perc
2020-06-05,0.070866,58,100perc
2020-06-05,0.070866,59,100perc
2020-06-05,0.070866,63,100perc
2020-06-05,0.070866,65,100perc
2020-06-05,0.070866,66,100perc
2020-06-05,0.070866,69,100perc
2020-06-05,0.070866,71,100perc
2020-06-05,0.070866,73,100perc
2020-06-05,0.070866,81,100perc
2020-06-05,0.070866,101,100perc
2020-06-05,0.070866,102,100perc
2020-06-05,0.070866,104,100perc
2020-06-05,0.070866,110,100perc
2020-06-05,0.070866,111,100perc
2020-06-05,0.070866,116,100perc
2020-06-05,0.070866,122,100perc
2020-06-05,0.070866,127,100perc
2020-06-05,0.070866,134,100perc
2020-06-05,0.070866,137,100perc
2020-06-05,0.070866,140,100perc
2020-06-05,0.070866,144,100perc
2020-06-05,0.070866,147,100perc
2020-06-05,0.070866,149,100perc
2020-06-05,0.070866,150,100perc
2020-06-05,0.070866,151,100perc
2020-06-05,0.070866,152,100perc
2020-06-05,0.070866,156,100perc
2020-06-05,0.070866,157,100perc
2020-06-05,0.070866,159,100perc
2020-06-05,0.070866,164,100perc
2020-06-05,0.070866,165,100perc
2020-06-05,0.070866,175,100perc
2020-06-05,0.070866,195,100perc
2020-06-05,0.070866,199,100perc
2020-06-05,0.070866,211,100perc
2020-06-05,0.070866,212,100perc
2020-06-05,0.070866,223,100perc
2020-06-05,0.070866,224,100perc
2020-06-05,0.070866,225,100perc
2020-06-05,0.070866,227,100perc
2020-06-05,0.070866,231,100perc
2020-06-05,0.070866,234,100perc
2020-06-05,0.070866,235,100perc
2020-06-05,0.070866,245,100perc
2020-06-05,0.070866,253,100perc
2020-06-05,0.070866,258,100perc
2020-06-05,0.070866,259,100perc
2020-06-05,0.070866,262,100perc
2020-06-05,0.070866,264,100perc
2020-06-05,0.070866,266,100perc
2020-06-05,0.070866,269,100perc
2020-06-05,0.070866,271,100perc
2020-06-05,0.070866,272,100perc
2020-06-05,0.070866,274,100perc
2020-06-05,0.070866,276,100perc
2020-06-05,0.070866,277,100perc
2020-06-05,0.070866,278,100perc
2020-06-05,0.070866,279,100perc
2020-06-05,0.070866,281,100perc
2020-06-05,0.070866,284,100perc
2020-06-05,0.070866,293,100perc
2020-06-05,0.070866,294,100perc
2020-06-05,0.070866,295,100perc
2020-06-05,0.070866,296,100perc
2020-06-05,0.070866,297,100perc
2020-06-05,0.070866,300,100perc
2020-06-05,0.070866,310,100perc
2020-06-05,0.070866,317,100perc
2020-06-05,0.070866,319,100perc
2020-06-05,0.070866,320,100perc
2020-06-05,0.070866,324,100perc
2020-06-05,0.070866,326,100perc
2020-06-05,0.070866,335,100perc
2020-06-05,0.070866,345,100perc
2020-06-05,0.070866,350,100perc
2020-06-05,0.070866,354,100perc
2020-06-05,0.070866,359,100perc
2020-06-05,0.070866,365,100perc
2020-06-05,0.070866,366,100perc
2020-06-05,0.070866,368,100perc
2020-06-05,0.070866,370,100perc
2020-06-05,0.070866,375,100perc
2020-06-05,0.070866,376,100perc
2020-06-05,0.070866,381,100perc
2020-06-05,0.070866,384,100perc
2020-06-05,0.070866,386,100perc
2020-06-05,0.070866,398,100perc
2020-06-06,0.070866,3,100perc
2020-06-06,0.070866,6,100perc
2020-06-06,0.070866,11,100perc
2020-06-06,0.070866,14,100perc
2020-06-06,0.070866,17,100perc
2020-06-06,0.070866,18,100perc
2020-06-06,0.070866,27,100perc
2020-06-06,0.070866,30,100perc
2020-06-06,0.070866,35,100perc
2020-06-06,0.070866,37,100perc
2020-06-06,0.070866,49,100perc
2020-06-06,0.070866,50,100perc
2020-06-06,0.070866,57,100perc
2020-06-06,0.070866,58,100perc
2020-06-06,0.070866,59,100perc
2020-06-06,0.070866,63,100perc
2020-06-06,0.070866,65,100perc
2020-06-06,0.070866,66,100perc
2020-06-06,0.070866,69,100perc
2020-06-06,0.070866,71,100perc
2020-06-06,0.070866,73,100perc
2020-06-06,0.070866,81,100perc
2020-06-06,0.070866,101,100perc
2020-06-06,0.070866,102,100perc
2020-06-06,0.070866,104,100perc
2020-06-06,0.070866,110,100perc
2020-06-06,0.070866,111,100perc
2020-06-06,0.070866,116,100perc
2020-06-06,0.070866,122,100perc
2020-06-06,0.070866,127,100perc
2020-06-06,0.070866,134,100perc
2020-06-06,0.070866,137,100perc
2020-06-06,0.070866,140,100perc
2020-06-06,0.070866,144,100perc
2020-06-06,0.070866,147,100perc
2020-06-06,0.070866,149,100perc
2020-06-06,0.070866,150,100perc
2020-06-06,0.070866,151,100perc
2020-06-06,0.070866,152,100perc
2020-06-06,0.070866,156,100perc
2020-06-06,0.070866,157,100perc
2020-06-06,0.070866,159,100perc
2020-06-06,0.070866,164,100perc
2020-06-06,0.070866,165,100perc
2020-06-06,0.070866,175,100perc
2020-06-06,0.070866,195,100perc
2020-06-06,0.070866,199,100perc
2020-06-06,0.070866,211,100perc
2020-06-06,0.070866,212,100perc
2020-06-06,0.070866,223,100perc
2020-06-06,0.070866,224,100perc
2020-06-06,0.070866,225,100perc
2020-06-06,0.070866,227,100perc
2020-06-06,0.070866,231,100perc
2020-06-06,0.070866,234,100perc
2020-06-06,0.070866,235,100perc
2020-06-06,0.070866,245,100perc
2020-06-06,0.070866,253,100perc
2020-06-06,0.070866,258,100perc
2020-06-06,0.070866,259,100perc
2020-06-06,0.070866,262,100perc
2020-06-06,0.070866,264,100perc
2020-06-06,0.070866,266,100perc
2020-06-06,0.070866,269,100perc
2020-06-06,0.070866,271,100perc
2020-06-06,0.070866,272,100perc
2020-06-06,0.070866,274,100perc
2020-06-06,0.070866,276,100perc
2020-06-06,0.070866,277,100perc
2020-06-06,0.070866,278,100perc
2020-06-06,0.070866,279,100perc
2020-06-06,0.070866,281,100perc
2020-06-06,0.070866,284,100perc
2020-06-06,0.070866,293,100perc
2020-06-06,0.070866,294,100perc
2020-06-06,0.070866,295,100perc
2020-06-06,0.070866,296,100perc
2020-06-06,0.070866,297,100perc
2020-06-06,0.070866,300,100perc
2020-06-06,0.070866,310,100perc
2020-06-06,0.070866,317,100perc
2020-06-06,0.070866,319,100perc
2020-06-06,0.070866,320,100perc
2020-06-06,0.070866,324,100perc
2020-06-06,0.070866,326,100perc
2020-06-06,0.070866,335,100perc
2020-06-06,0.070866,345,100perc
2020-06-06,0.070866,350,100perc
2020-06-06,0.070866,354,100perc
2020-06-06,0.070866,359,100perc
2020-06-06,0.070866,365,100perc
2020-06-06,0.070866,366,100perc
2020-06-06,0.070866,368,100perc
2020-06-06,0.070866,370,100perc
2020-06-06,0.070866,375,100perc
2020-06-06,0.070866,376,100perc
2020-06-06,0.070866,381,100perc
2020-06-06,0.070866,384,100perc
2020-06-06,0.070866,386,100perc
2020-06-06,0.070866,398,100perc
2020-06-07,0.070866,3,100perc
2020-06-07,0.070866,6,100perc
2020-06-07,0.070866,11,100perc
2020-06-07,0.070866,14,100perc
2020-06-07,0.070866,17,100perc
2020-06-07,0.070866,18,100perc
2020-06-07,0.070866,27,100perc
2020-06-07,0.070866,30,100perc
2020-06-07,0.070866,35,100perc
2020-06-07,0.070866,37,100perc
2020-06-07,0.070866,49,100perc
2020-06-07,0.070866,50,100perc
2020-06-07,0.070866,57,100perc
2020-06-07,0.070866,58,100perc
2020-06-07,0.070866,59,100perc
2020-06-07,0.070866,63,100perc
2020-06-07,0.070866,65,100perc
2020-06-07,0.070866,66,100perc
2020-06-07,0.070866,69,100perc
2020-06-07,0.070866,71,100perc
2020-06-07,0.070866,73,100perc
2020-06-07,0.070866,81,100perc
2020-06-07,0.070866,101,100perc
2020-06-07,0.070866,102,100perc
2020-06-07,0.070866,104,100perc
2020-06-07,0.070866,110,100perc
2020-06-07,0.070866,111,100perc
2020-06-07,0.070866,116,100perc
2020-06-07,0.070866,122,100perc
2020-06-07,0.070866,127,100perc
2020-06-07,0.070866,134,100perc
2020-06-07,0.070866,137,100perc
2020-06-07,0.070866,140,100perc
2020-06-07,0.070866,144,100perc
2020-06-07,0.070866,147,100perc
2020-06-07,0.070866,149,100perc
2020-06-07,0.070866,150,100perc
2020-06-07,0.070866,151,100perc
2020-06-07,0.070866,152,100perc
2020-06-07,0.070866,156,100perc
2020-06-07,0.070866,157,100perc
2020-06-07,0.070866,159,100perc
2020-06-07,0.070866,164,100perc
2020-06-07,0.070866,165,100perc
2020-06-07,0.070866,175,100perc
2020-06-07,0.070866,195,100perc
2020-06-07,0.070866,199,100perc
2020-06-07,0.070866,211,100perc
2020-06-07,0.070866,212,100perc
2020-06-07,0.070866,223,100perc
2020-06-07,0.070866,224,100perc
2020-06-07,0.070866,225,100perc
2020-06-07,0.070866,227,100perc
2020-06-07,0.070866,231,100perc
2020-06-07,0.070866,234,100perc
2020-06-07,0.070866,235,100perc
2020-06-07,0.070866,245,100perc
2020-06-07,0.070866,253,100perc
2020-06-07,0.070866,258,100perc
2020-06-07,0.070866,259,100perc
2020-06-07,0.070866,262,100perc
2020-06-07,0.070866,264,100perc
2020-06-07,0.070866,266,100perc
2020-06-07,0.070866,269,100perc
2020-06-07,0.070866,271,100perc
2020-06-07,0.070866,272,100perc
2020-06-07,0.070866,274,100perc
2020-06-07,0.070866,276,100perc
2020-06-07,0.070866,277,100perc
2020-06-07,0.070866,278,100perc
2020-06-07,0.070866,279,100perc
2020-06-07,0.070866,281,100perc
2020-06-07,0.070866,284,100perc
2020-06-07,0.070866,293,100perc
2020-06-07,0.070866,294,100perc
2020-06-07,0.070866,295,100perc
2020-06-07,0.070866,296,100perc
2020-06-07,0.070866,297,100perc
2020-06-07,0.070866,300,100perc
2020-06-07,0.070866,310,100perc
2020-06-07,0.070866,317,100perc
2020-06-07,0.070866,319,100perc
2020-06-07,0.070866,320,100perc
2020-06-07,0.070866,324,100perc
2020-06-07,0.070866,326,100perc
2020-06-07,0.070866,335,100perc
2020-06-07,0.070866,345,100perc
2020-06-07,0.070866,350,100perc
2020-06-07,0.070866,354,100perc
2020-06-07,0.070866,359,100perc
2020-06-07,0.070866,365,100perc
2020-06-07,0.070866,366,100perc
2020-06-07,0.070866,368,100perc
2020-06-07,0.070866,370,100perc
2020-06-07,0.070866,375,100perc
2020-06-07,0.070866,376,100perc
2020-06-07,0.070866,381,100perc
2020-06-07,0.070866,384,100perc
2020-06-07,0.070866,386,100perc
2020-06-07,0.070866,398,100perc
2020-06-08,0.070866,3,100perc
2020-06-08,0.070866,6,100perc
2020-06-08,0.070866,11,100perc
2020-06-08,0.070866,14,100perc
2020-06-08,0.070866,17,100perc
2020-06-08,0.070866,18,100perc
2020-06-08,0.070866,27,100perc
2020-06-08,0.070866,30,100perc
2020-06-08,0.070866,35,100perc
2020-06-08,0.070866,37,100perc
2020-06-08,0.070866,49,100perc
2020-06-08,0.070866,50,100perc
2020-06-08,0.070866,57,100perc
2020-06-08,0.070866,58,100perc
2020-06-08,0.070866,59,100perc
2020-06-08,0.070866,63,100perc
2020-06-08,0.070866,65,100perc
2020-06-08,0.070866,66,100perc
2020-06-08,0.070866,69,100perc
2020-06-08,0.070866,71,100perc
2020-06-08,0.070866,73,100perc
2020-06-08,0.070866,81,100perc
2020-06-08,0.070866,101,100perc
2020-06-08,0.070866,102,100perc
2020-06-08,0.070866,104,100perc
2020-06-08,0.070866,110,100perc
2020-06-08,0.070866,111,100perc
2020-06-08,0.070866,116,100perc
2020-06-08,0.070866,122,100perc
2020-06-08,0.070866,127,100perc
2020-06-08,0.070866,134,100perc
2020-06-08,0.070866,137,100perc
2020-06-08,0.070866,140,100perc
2020-06-08,0.070866,144,100perc
2020-06-08,0.070866,147,100perc
2020-06-08,0.070866,149,100perc
2020-06-08,0.070866,150,100perc
2020-06-08,0.070866,151,100perc
2020-06-08,0.070866,152,100perc
2020-06-08,0.070866,156,100perc
2020-06-08,0.070866,157,100perc
2020-06-08,0.070866,159,100perc
2020-06-08,0.070866,164,100perc
2020-06-08,0.070866,165,100perc
2020-06-08,0.070866,175,100perc
2020-06-08,0.070866,195,100perc
2020-06-08,0.070866,199,100perc
2020-06-08,0.070866,211,100perc
2020-06-08,0.070866,212,100perc
2020-06-08,0.070866,223,100perc
2020-06-08,0.070866,224,100perc
2020-06-08,0.070866,225,100perc
2020-06-08,0.070866,227,100perc
2020-06-08,0.070866,231,100perc
2020-06-08,0.070866,234,100perc
2020-06-08,0.070866,235,100perc
2020-06-08,0.070866,245,100perc
2020-06-08,0.070866,253,100perc
2020-06-08,0.070866,258,100perc
2020-06-08,0.070866,259,100perc
2020-06-08,0.070866,262,100perc
2020-06-08,0.070866,264,100perc
2020-06-08,0.070866,266,100perc
2020-06-08,0.070866,269,100perc
2020-06-08,0.070866,271,100perc
2020-06-08,0.070866,272,100perc
2020-06-08,0.070866,274,100perc
2020-06-08,0.070866,276,100perc
2020-06-08,0.070866,277,100perc
2020-06-08,0.070866,278,100perc
2020-06-08,0.070866,279,100perc
2020-06-08,0.070866,281,100perc
2020-06-08,0.070866,284,100perc
2020-06-08,0.070866,293,100perc
2020-06-08,0.070866,294,100perc
2020-06-08,0.070866,295,100perc
2020-06-08,0.070866,296,100perc
2020-06-08,0.070866,297,100perc
2020-06-08,0.070866,300,100perc
2020-06-08,0.070866,310,100perc
2020-06-08,0.070866,317,100perc
2020-06-08,0.070866,319,100perc
2020-06-08,0.070866,320,100perc
2020-06-08,0.070866,324,100perc
2020-06-08,0.070866,326,100perc
2020-06-08,0.070866,335,100perc
2020-06-08,0.070866,345,100perc
2020-06-08,0.070866,350,100perc
2020-06-08,0.070866,354,100perc
2020-06-08,0.070866,359,100perc
2020-06-08,0.070866,365,100perc
2020-06-08,0.070866,366,100perc
2020-06-08,0.070866,368,100perc
2020-06-08,0.070866,370,100perc
2020-06-08,0.070866,375,100perc
2020-06-08,0.070866,376,100perc
2020-06-08,0.070866,381,100perc
